run_id,checkpoint_index,checkpoint,basis_index,basis_label,energy,magnitude,probability,phase,feasible,exact_optimal
grover_global_p2_seed2601,0,Initial,242,01001111000000,104.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,243,11001111000000,94.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,244,00101111000000,155.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,245,10101111000000,145.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,246,01101111000000,147.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,247,11101111000000,149.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,248,00011111000000,137.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,249,10011111000000,103.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,250,01011111000000,129.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,251,11011111000000,107.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,252,00111111000000,168.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,253,10111111000000,146.0,0.0078125,6.103515625e-05,0.0,False,False
